Series_reference,Period
BDCQ.SF3BB1CA,2019.03
BDCQ.SF3BB1CA,2019.06
BDCQ.SF3BB1CA,2019.09
BDCQ.SF3BB1CA,2019.12
BDCQ.SF3BB1CA,2020.03
BDCQ.SF3BB1CA,2020.06
BDCQ.SF3BB1CA,2020.09
BDCQ.SF3BB1CA,2020.12
BDCQ.SF3BB1CA,2021.03
BDCQ.SF3CC1CA,2016.06
BDCQ.SF3CC1CA,2016.09
BDCQ.SF3CC1CA,2016.12
BDCQ.SF3CC1CA,2017.03
BDCQ.SF3CC1CA,2017.06
BDCQ.SF3CC1CA,2017.09
BDCQ.SF3CC1CA,2017.12
BDCQ.SF3CC1CA,2018.03
BDCQ.SF3CC1CA,2018.06
BDCQ.SF3CC1CA,2018.09
BDCQ.SF3CC1CA,2018.12
BDCQ.SF3CC1CA,2019.03
BDCQ.SF3CC1CA,2019.06
BDCQ.SF3CC1CA,2019.09
BDCQ.SF3CC1CA,2019.12
BDCQ.SF3CC1CA,2020.03
BDCQ.SF3CC1CA,2020.06
BDCQ.SF3CC1CA,2020.09
BDCQ.SF3CC1CA,2020.12
BDCQ.SF3CC1CA,2021.03
BDCQ.SF3CC2CA,2016.06
BDCQ.SF3CC2CA,2016.09
BDCQ.SF3CC2CA,2016.12
BDCQ.SF3CC2CA,2017.03
BDCQ.SF3CC2CA,2017.06
BDCQ.SF3CC2CA,2017.09
BDCQ.SF3CC2CA,2017.12
BDCQ.SF3CC2CA,2018.03
BDCQ.SF3CC2CA,2018.06
BDCQ.SF3CC2CA,2018.09
BDCQ.SF3CC2CA,2018.12
BDCQ.SF3CC2CA,2019.03
BDCQ.SF3CC2CA,2019.06
BDCQ.SF3CC2CA,2019.09
BDCQ.SF3CC2CA,2019.12
BDCQ.SF3CC2CA,2020.03
BDCQ.SF3CC2CA,2020.06
BDCQ.SF3CC2CA,2020.09
BDCQ.SF3CC2CA,2020.12
BDCQ.SF3CC2CA,2021.03
BDCQ.SF3CC3CA,2016.06
BDCQ.SF3CC3CA,2016.09
BDCQ.SF3CC3CA,2016.12
BDCQ.SF3CC3CA,2017.03
BDCQ.SF3CC3CA,2017.06
BDCQ.SF3CC3CA,2017.09
BDCQ.SF3CC3CA,2017.12
BDCQ.SF3CC3CA,2018.03
BDCQ.SF3CC3CA,2018.06
BDCQ.SF3CC3CA,2018.09
BDCQ.SF3CC3CA,2018.12
BDCQ.SF3CC3CA,2019.03
BDCQ.SF3CC3CA,2019.06
BDCQ.SF3CC3CA,2019.09
BDCQ.SF3CC3CA,2019.12
BDCQ.SF3CC3CA,2020.03
BDCQ.SF3CC3CA,2020.06
BDCQ.SF3CC3CA,2020.09
BDCQ.SF3CC3CA,2020.12
BDCQ.SF3CC3CA,2021.03
BDCQ.SF3CC4CA,2016.06
BDCQ.SF3CC4CA,2016.09
BDCQ.SF3CC4CA,2016.12
BDCQ.SF3CC4CA,2017.03
BDCQ.SF3CC4CA,2017.06
BDCQ.SF3CC4CA,2017.09
BDCQ.SF3CC4CA,2017.12
BDCQ.SF3CC4CA,2018.03
BDCQ.SF3CC4CA,2018.06
BDCQ.SF3CC4CA,2018.09
BDCQ.SF3CC4CA,2018.12
BDCQ.SF3CC4CA,2019.03
BDCQ.SF3CC4CA,2019.06
BDCQ.SF3CC4CA,2019.09
BDCQ.SF3CC4CA,2019.12
BDCQ.SF3CC4CA,2020.03
BDCQ.SF3CC4CA,2020.06
BDCQ.SF3CC4CA,2020.09
BDCQ.SF3CC4CA,2020.12
BDCQ.SF3CC4CA,2021.03
BDCQ.SF3CC5CA,2016.06
BDCQ.SF3CC5CA,2016.09
BDCQ.SF3CC5CA,2016.12
BDCQ.SF3CC5CA,2017.03
BDCQ.SF3CC5CA,2017.06
BDCQ.SF3CC5CA,2017.09
BDCQ.SF3CC5CA,2017.12
BDCQ.SF3CC5CA,2018.03
BDCQ.SF3CC5CA,2018.06
BDCQ.SF3CC5CA,2018.09
BDCQ.SF3CC5CA,2018.12
BDCQ.SF3CC5CA,2019.03
BDCQ.SF3CC5CA,2019.06
BDCQ.SF3CC5CA,2019.09
BDCQ.SF3CC5CA,2019.12
BDCQ.SF3CC5CA,2020.03
BDCQ.SF3CC5CA,2020.06
BDCQ.SF3CC5CA,2020.09
BDCQ.SF3CC5CA,2020.12
BDCQ.SF3CC5CA,2021.03
BDCQ.SF3CC6CA,2016.06
BDCQ.SF3CC6CA,2016.09
BDCQ.SF3CC6CA,2016.12
BDCQ.SF3CC6CA,2017.03
BDCQ.SF3CC6CA,2017.06
BDCQ.SF3CC6CA,2017.09
BDCQ.SF3CC6CA,2017.12
BDCQ.SF3CC6CA,2018.03
BDCQ.SF3CC6CA,2018.06
BDCQ.SF3CC6CA,2018.09
BDCQ.SF3CC6CA,2018.12
BDCQ.SF3CC6CA,2019.03
BDCQ.SF3CC6CA,2019.06
BDCQ.SF3CC6CA,2019.09
BDCQ.SF3CC6CA,2019.12
BDCQ.SF3CC6CA,2020.03
BDCQ.SF3CC6CA,2020.06
BDCQ.SF3CC6CA,2020.09
BDCQ.SF3CC6CA,2020.12
BDCQ.SF3CC6CA,2021.03
BDCQ.SF3CC7CA,2016.06
BDCQ.SF3CC7CA,2016.09
BDCQ.SF3CC7CA,2016.12
BDCQ.SF3CC7CA,2017.03
BDCQ.SF3CC7CA,2017.06
BDCQ.SF3CC7CA,2017.09
BDCQ.SF3CC7CA,2017.12
BDCQ.SF3CC7CA,2018.03
BDCQ.SF3CC7CA,2018.06
BDCQ.SF3CC7CA,2018.09
BDCQ.SF3CC7CA,2018.12
BDCQ.SF3CC7CA,2019.03
BDCQ.SF3CC7CA,2019.06
BDCQ.SF3CC7CA,2019.09
BDCQ.SF3CC7CA,2019.12
BDCQ.SF3CC7CA,2020.03
BDCQ.SF3CC7CA,2020.06
BDCQ.SF3CC7CA,2020.09
BDCQ.SF3CC7CA,2020.12
BDCQ.SF3CC7CA,2021.03
BDCQ.SF3CC8CA,2016.06
BDCQ.SF3CC8CA,2016.09
BDCQ.SF3CC8CA,2016.12
BDCQ.SF3CC8CA,2017.03
BDCQ.SF3CC8CA,2017.06
BDCQ.SF3CC8CA,2017.09
BDCQ.SF3CC8CA,2017.12
BDCQ.SF3CC8CA,2018.03
BDCQ.SF3CC8CA,2018.06
BDCQ.SF3CC8CA,2018.09
BDCQ.SF3CC8CA,2018.12
BDCQ.SF3CC8CA,2019.03
BDCQ.SF3CC8CA,2019.06
BDCQ.SF3CC8CA,2019.09
BDCQ.SF3CC8CA,2019.12
BDCQ.SF3CC8CA,2020.03
BDCQ.SF3CC8CA,2020.06
BDCQ.SF3CC8CA,2020.09
BDCQ.SF3CC8CA,2020.12
BDCQ.SF3CC8CA,2021.03
BDCQ.SF3CC9CA,2016.06
BDCQ.SF3CC9CA,2016.09
BDCQ.SF3CC9CA,2016.12
BDCQ.SF3CC9CA,2017.03
BDCQ.SF3CC9CA,2017.06
BDCQ.SF3CC9CA,2017.09
BDCQ.SF3CC9CA,2017.12
BDCQ.SF3CC9CA,2018.03
BDCQ.SF3CC9CA,2018.06
BDCQ.SF3CC9CA,2018.09
BDCQ.SF3CC9CA,2018.12
BDCQ.SF3CC9CA,2019.03
BDCQ.SF3CC9CA,2019.06
BDCQ.SF3CC9CA,2019.09
BDCQ.SF3CC9CA,2019.12
BDCQ.SF3CC9CA,2020.03
BDCQ.SF3CC9CA,2020.06
BDCQ.SF3CC9CA,2020.09
BDCQ.SF3CC9CA,2020.12
BDCQ.SF3CC9CA,2021.03
BDCQ.SF3DD1CA,2016.06
BDCQ.SF3DD1CA,2016.09
BDCQ.SF3DD1CA,2016.12
BDCQ.SF3DD1CA,2017.03
BDCQ.SF3DD1CA,2017.06
BDCQ.SF3DD1CA,2017.09
BDCQ.SF3DD1CA,2017.12
BDCQ.SF3DD1CA,2018.03
BDCQ.SF3DD1CA,2018.06
BDCQ.SF3DD1CA,2018.09
BDCQ.SF3DD1CA,2018.12
BDCQ.SF3DD1CA,2019.03
BDCQ.SF3DD1CA,2019.06
BDCQ.SF3DD1CA,2019.09
BDCQ.SF3DD1CA,2019.12
BDCQ.SF3DD1CA,2020.03
BDCQ.SF3DD1CA,2020.06
BDCQ.SF3DD1CA,2020.09
BDCQ.SF3DD1CA,2020.12
BDCQ.SF3DD1CA,2021.03
BDCQ.SF3EE1CA,2016.06
BDCQ.SF3EE1CA,2016.09
BDCQ.SF3EE1CA,2016.12
BDCQ.SF3EE1CA,2017.03
BDCQ.SF3EE1CA,2017.06
BDCQ.SF3EE1CA,2017.09
BDCQ.SF3EE1CA,2017.12
BDCQ.SF3EE1CA,2018.03
BDCQ.SF3EE1CA,2018.06
BDCQ.SF3EE1CA,2018.09
BDCQ.SF3EE1CA,2018.12
BDCQ.SF3EE1CA,2019.03
BDCQ.SF3EE1CA,2019.06
BDCQ.SF3EE1CA,2019.09
BDCQ.SF3EE1CA,2019.12
BDCQ.SF3EE1CA,2020.03
BDCQ.SF3EE1CA,2020.06
BDCQ.SF3EE1CA,2020.09
BDCQ.SF3EE1CA,2020.12
BDCQ.SF3EE1CA,2021.03
BDCQ.SF3FF1CA,2016.06
BDCQ.SF3FF1CA,2016.09
BDCQ.SF3FF1CA,2016.12
BDCQ.SF3FF1CA,2017.03
BDCQ.SF3FF1CA,2017.06
BDCQ.SF3FF1CA,2017.09
BDCQ.SF3FF1CA,2017.12
BDCQ.SF3FF1CA,2018.03
BDCQ.SF3FF1CA,2018.06
BDCQ.SF3FF1CA,2018.09
BDCQ.SF3FF1CA,2018.12
BDCQ.SF3FF1CA,2019.03
BDCQ.SF3FF1CA,2019.06
BDCQ.SF3FF1CA,2019.09
BDCQ.SF3FF1CA,2019.12
BDCQ.SF3FF1CA,2020.03
BDCQ.SF3FF1CA,2020.06
BDCQ.SF3FF1CA,2020.09
BDCQ.SF3FF1CA,2020.12
BDCQ.SF3FF1CA,2021.03
BDCQ.SF3GH1CA,2017.09
BDCQ.SF3GH1CA,2017.12
BDCQ.SF3GH1CA,2018.03
BDCQ.SF3GH1CA,2018.06
BDCQ.SF3GH1CA,2018.09
BDCQ.SF3GH1CA,2018.12
BDCQ.SF3GH1CA,2019.03
BDCQ.SF3GH1CA,2019.06
BDCQ.SF3GH1CA,2019.09
BDCQ.SF3GH1CA,2019.12
BDCQ.SF3GH1CA,2020.03
BDCQ.SF3GH1CA,2020.06
BDCQ.SF3GH1CA,2020.09
BDCQ.SF3GH1CA,2020.12
BDCQ.SF3GH1CA,2021.03
BDCQ.SF3GH2CA,2017.09
BDCQ.SF3GH2CA,2017.12
BDCQ.SF3GH2CA,2018.03
BDCQ.SF3GH2CA,2018.06
BDCQ.SF3GH2CA,2018.09
BDCQ.SF3GH2CA,2018.12
BDCQ.SF3GH2CA,2019.03
BDCQ.SF3GH2CA,2019.06
BDCQ.SF3GH2CA,2019.09
BDCQ.SF3GH2CA,2019.12
BDCQ.SF3GH2CA,2020.03
BDCQ.SF3GH2CA,2020.06
BDCQ.SF3GH2CA,2020.09
BDCQ.SF3GH2CA,2020.12
BDCQ.SF3GH2CA,2021.03
BDCQ.SF3II1CA,2016.06
BDCQ.SF3II1CA,2016.09
BDCQ.SF3II1CA,2016.12
BDCQ.SF3II1CA,2017.03
BDCQ.SF3II1CA,2017.06
BDCQ.SF3II1CA,2017.09
BDCQ.SF3II1CA,2017.12
BDCQ.SF3II1CA,2018.03
BDCQ.SF3II1CA,2018.06
BDCQ.SF3II1CA,2018.09
BDCQ.SF3II1CA,2018.12
BDCQ.SF3II1CA,2019.03
BDCQ.SF3II1CA,2019.06
BDCQ.SF3II1CA,2019.09
BDCQ.SF3II1CA,2019.12
BDCQ.SF3II1CA,2020.03
BDCQ.SF3II1CA,2020.06
BDCQ.SF3II1CA,2020.09
BDCQ.SF3II1CA,2020.12
BDCQ.SF3II1CA,2021.03
BDCQ.SF3JJ1CA,2016.06
BDCQ.SF3JJ1CA,2016.09
BDCQ.SF3JJ1CA,2016.12
BDCQ.SF3JJ1CA,2017.03
BDCQ.SF3JJ1CA,2017.06
BDCQ.SF3JJ1CA,2017.09
BDCQ.SF3JJ1CA,2017.12
BDCQ.SF3JJ1CA,2018.03
BDCQ.SF3JJ1CA,2018.06
BDCQ.SF3JJ1CA,2018.09
BDCQ.SF3JJ1CA,2018.12
BDCQ.SF3JJ1CA,2019.03
BDCQ.SF3JJ1CA,2019.06
BDCQ.SF3JJ1CA,2019.09
BDCQ.SF3JJ1CA,2019.12
BDCQ.SF3JJ1CA,2020.03
BDCQ.SF3JJ1CA,2020.06
BDCQ.SF3JJ1CA,2020.09
BDCQ.SF3JJ1CA,2020.12
BDCQ.SF3JJ1CA,2021.03
BDCQ.SF3LL1CA,2016.06
BDCQ.SF3LL1CA,2016.09
BDCQ.SF3LL1CA,2016.12
BDCQ.SF3LL1CA,2017.03
BDCQ.SF3LL1CA,2017.06
BDCQ.SF3LL1CA,2017.09
BDCQ.SF3LL1CA,2017.12
BDCQ.SF3LL1CA,2018.03
BDCQ.SF3LL1CA,2018.06
BDCQ.SF3LL1CA,2018.09
BDCQ.SF3LL1CA,2018.12
BDCQ.SF3LL1CA,2019.03
BDCQ.SF3LL1CA,2019.06
BDCQ.SF3LL1CA,2019.09
BDCQ.SF3LL1CA,2019.12
BDCQ.SF3LL1CA,2020.03
BDCQ.SF3LL1CA,2020.06
BDCQ.SF3LL1CA,2020.09
BDCQ.SF3LL1CA,2020.12
BDCQ.SF3LL1CA,2021.03
BDCQ.SF3MN1CA,2016.06
BDCQ.SF3MN1CA,2016.09
BDCQ.SF3MN1CA,2016.12
BDCQ.SF3MN1CA,2017.03
BDCQ.SF3MN1CA,2017.06
BDCQ.SF3MN1CA,2017.09
BDCQ.SF3MN1CA,2017.12
BDCQ.SF3MN1CA,2018.03
BDCQ.SF3MN1CA,2018.06
BDCQ.SF3MN1CA,2018.09
BDCQ.SF3MN1CA,2018.12
BDCQ.SF3MN1CA,2019.03
BDCQ.SF3MN1CA,2019.06
BDCQ.SF3MN1CA,2019.09
BDCQ.SF3MN1CA,2019.12
BDCQ.SF3MN1CA,2020.03
BDCQ.SF3MN1CA,2020.06
BDCQ.SF3MN1CA,2020.09
BDCQ.SF3MN1CA,2020.12
BDCQ.SF3MN1CA,2021.03
BDCQ.SF3MN2CA,2016.06
BDCQ.SF3MN2CA,2016.09
BDCQ.SF3MN2CA,2016.12
BDCQ.SF3MN2CA,2017.03
BDCQ.SF3MN2CA,2017.06
BDCQ.SF3MN2CA,2017.09
BDCQ.SF3MN2CA,2017.12
BDCQ.SF3MN2CA,2018.03
BDCQ.SF3MN2CA,2018.06
BDCQ.SF3MN2CA,2018.09
BDCQ.SF3MN2CA,2018.12
BDCQ.SF3MN2CA,2019.03
BDCQ.SF3MN2CA,2019.06
BDCQ.SF3MN2CA,2019.09
BDCQ.SF3MN2CA,2019.12
BDCQ.SF3MN2CA,2020.03
BDCQ.SF3MN2CA,2020.06
BDCQ.SF3MN2CA,2020.09
BDCQ.SF3MN2CA,2020.12
BDCQ.SF3MN2CA,2021.03
BDCQ.SF3PP1CA,2016.06
BDCQ.SF3PP1CA,2016.09
BDCQ.SF3PP1CA,2016.12
BDCQ.SF3PP1CA,2017.03
BDCQ.SF3PP1CA,2017.06
BDCQ.SF3PP1CA,2017.09
BDCQ.SF3PP1CA,2017.12
BDCQ.SF3PP1CA,2018.03
BDCQ.SF3PP1CA,2018.06
BDCQ.SF3PP1CA,2018.09
BDCQ.SF3PP1CA,2018.12
BDCQ.SF3PP1CA,2019.03
BDCQ.SF3PP1CA,2019.06
BDCQ.SF3PP1CA,2019.09
BDCQ.SF3PP1CA,2019.12
BDCQ.SF3PP1CA,2020.03
BDCQ.SF3PP1CA,2020.06
BDCQ.SF3PP1CA,2020.09
BDCQ.SF3PP1CA,2020.12
BDCQ.SF3PP1CA,2021.03
BDCQ.SF3QQ1CA,2016.06
BDCQ.SF3QQ1CA,2016.09
BDCQ.SF3QQ1CA,2016.12
BDCQ.SF3QQ1CA,2017.03
BDCQ.SF3QQ1CA,2017.06
BDCQ.SF3QQ1CA,2017.09
BDCQ.SF3QQ1CA,2017.12
BDCQ.SF3QQ1CA,2018.03
BDCQ.SF3QQ1CA,2018.06
BDCQ.SF3QQ1CA,2018.09
BDCQ.SF3QQ1CA,2018.12
BDCQ.SF3QQ1CA,2019.03
BDCQ.SF3QQ1CA,2019.06
BDCQ.SF3QQ1CA,2019.09
BDCQ.SF3QQ1CA,2019.12
BDCQ.SF3QQ1CA,2020.03
BDCQ.SF3QQ1CA,2020.06
BDCQ.SF3QQ1CA,2020.09
BDCQ.SF3QQ1CA,2020.12
BDCQ.SF3QQ1CA,2021.03
BDCQ.SF3RS1CA,2016.06
BDCQ.SF3RS1CA,2016.09
BDCQ.SF3RS1CA,2016.12
BDCQ.SF3RS1CA,2017.03
BDCQ.SF3RS1CA,2017.06
BDCQ.SF3RS1CA,2017.09
BDCQ.SF3RS1CA,2017.12
BDCQ.SF3RS1CA,2018.03
BDCQ.SF3RS1CA,2018.06
BDCQ.SF3RS1CA,2018.09
BDCQ.SF3RS1CA,2018.12
BDCQ.SF3RS1CA,2019.03
BDCQ.SF3RS1CA,2019.06
BDCQ.SF3RS1CA,2019.09
BDCQ.SF3RS1CA,2019.12
BDCQ.SF3RS1CA,2020.03
BDCQ.SF3RS1CA,2020.06
BDCQ.SF3RS1CA,2020.09
BDCQ.SF3RS1CA,2020.12
BDCQ.SF3RS1CA,2021.03
BDCQ.SF3RS2CA,2016.06
BDCQ.SF3RS2CA,2016.09
BDCQ.SF3RS2CA,2016.12
BDCQ.SF3RS2CA,2017.03
BDCQ.SF3RS2CA,2017.06
BDCQ.SF3RS2CA,2017.09
BDCQ.SF3RS2CA,2017.12
BDCQ.SF3RS2CA,2018.03
BDCQ.SF3RS2CA,2018.06
BDCQ.SF3RS2CA,2018.09
BDCQ.SF3RS2CA,2018.12
BDCQ.SF3RS2CA,2019.03
BDCQ.SF3RS2CA,2019.06
BDCQ.SF3RS2CA,2019.09
BDCQ.SF3RS2CA,2019.12
BDCQ.SF3RS2CA,2020.03
BDCQ.SF3RS2CA,2020.06
BDCQ.SF3RS2CA,2020.09
BDCQ.SF3RS2CA,2020.12
BDCQ.SF3RS2CA,2021.03
BDCQ.SF8AA2CA,2016.06
BDCQ.SF8AA2CA,2016.09
BDCQ.SF8AA2CA,2016.12
BDCQ.SF8AA2CA,2017.03
BDCQ.SF8AA2CA,2017.06
BDCQ.SF8AA2CA,2017.09
BDCQ.SF8AA2CA,2017.12
BDCQ.SF8AA2CA,2018.03
BDCQ.SF8AA2CA,2018.06
BDCQ.SF8AA2CA,2018.09
BDCQ.SF8AA2CA,2018.12
BDCQ.SF8AA2CA,2019.03
BDCQ.SF8AA2CA,2019.06
BDCQ.SF8AA2CA,2019.09
BDCQ.SF8AA2CA,2019.12
BDCQ.SF8AA2CA,2020.03
BDCQ.SF8AA2CA,2020.06
BDCQ.SF8AA2CA,2020.09
BDCQ.SF8AA2CA,2020.12
BDCQ.SF8AA2CA,2021.03
BDCQ.SF8AA3CA,2016.06
BDCQ.SF8AA3CA,2016.09
BDCQ.SF8AA3CA,2016.12
BDCQ.SF8AA3CA,2017.03
BDCQ.SF8AA3CA,2017.06
BDCQ.SF8AA3CA,2017.09
BDCQ.SF8AA3CA,2017.12
BDCQ.SF8AA3CA,2018.03
BDCQ.SF8AA3CA,2018.06
BDCQ.SF8AA3CA,2018.09
BDCQ.SF8AA3CA,2018.12
BDCQ.SF8AA3CA,2019.03
BDCQ.SF8AA3CA,2019.06
BDCQ.SF8AA3CA,2019.09
BDCQ.SF8AA3CA,2019.12
BDCQ.SF8AA3CA,2020.03
BDCQ.SF8AA3CA,2020.06
BDCQ.SF8AA3CA,2020.09
BDCQ.SF8AA3CA,2020.12
BDCQ.SF8AA3CA,2021.03
BDCQ.SF8BB1CA,2016.06
BDCQ.SF8BB1CA,2016.09
BDCQ.SF8BB1CA,2016.12
BDCQ.SF8BB1CA,2017.03
BDCQ.SF8BB1CA,2017.06
BDCQ.SF8BB1CA,2017.09
BDCQ.SF8BB1CA,2017.12
BDCQ.SF8BB1CA,2018.03
BDCQ.SF8BB1CA,2018.06
BDCQ.SF8BB1CA,2018.09
BDCQ.SF8BB1CA,2018.12
BDCQ.SF8BB1CA,2019.03
BDCQ.SF8BB1CA,2019.06
BDCQ.SF8BB1CA,2019.09
BDCQ.SF8BB1CA,2019.12
BDCQ.SF8BB1CA,2020.03
BDCQ.SF8BB1CA,2020.06
BDCQ.SF8BB1CA,2020.09
BDCQ.SF8BB1CA,2020.12
BDCQ.SF8BB1CA,2021.03
BDCQ.SF8CC1CA,2016.06
BDCQ.SF8CC1CA,2016.09
BDCQ.SF8CC1CA,2016.12
BDCQ.SF8CC1CA,2017.03
BDCQ.SF8CC1CA,2017.06
BDCQ.SF8CC1CA,2017.09
BDCQ.SF8CC1CA,2017.12
BDCQ.SF8CC1CA,2018.03
BDCQ.SF8CC1CA,2018.06
BDCQ.SF8CC1CA,2018.09
BDCQ.SF8CC1CA,2018.12
BDCQ.SF8CC1CA,2019.03
BDCQ.SF8CC1CA,2019.06
BDCQ.SF8CC1CA,2019.09
BDCQ.SF8CC1CA,2019.12
BDCQ.SF8CC1CA,2020.03
BDCQ.SF8CC1CA,2020.06
BDCQ.SF8CC1CA,2020.09
BDCQ.SF8CC1CA,2020.12
BDCQ.SF8CC1CA,2021.03
BDCQ.SF8CC2CA,2016.06
BDCQ.SF8CC2CA,2016.09
BDCQ.SF8CC2CA,2016.12
BDCQ.SF8CC2CA,2017.03
BDCQ.SF8CC2CA,2017.06
BDCQ.SF8CC2CA,2017.09
BDCQ.SF8CC2CA,2017.12
BDCQ.SF8CC2CA,2018.03
BDCQ.SF8CC2CA,2018.06
BDCQ.SF8CC2CA,2018.09
BDCQ.SF8CC2CA,2018.12
BDCQ.SF8CC2CA,2019.03
BDCQ.SF8CC2CA,2019.06
BDCQ.SF8CC2CA,2019.09
BDCQ.SF8CC2CA,2019.12
BDCQ.SF8CC2CA,2020.03
BDCQ.SF8CC2CA,2020.06
BDCQ.SF8CC2CA,2020.09
BDCQ.SF8CC2CA,2020.12
BDCQ.SF8CC2CA,2021.03
BDCQ.SF8CC3CA,2016.06
BDCQ.SF8CC3CA,2016.09
BDCQ.SF8CC3CA,2016.12
BDCQ.SF8CC3CA,2017.03
BDCQ.SF8CC3CA,2017.06
BDCQ.SF8CC3CA,2017.09
BDCQ.SF8CC3CA,2017.12
BDCQ.SF8CC3CA,2018.03
BDCQ.SF8CC3CA,2018.06
BDCQ.SF8CC3CA,2018.09
BDCQ.SF8CC3CA,2018.12
BDCQ.SF8CC3CA,2019.03
BDCQ.SF8CC3CA,2019.06
BDCQ.SF8CC3CA,2019.09
BDCQ.SF8CC3CA,2019.12
BDCQ.SF8CC3CA,2020.03
BDCQ.SF8CC3CA,2020.06
BDCQ.SF8CC3CA,2020.09
BDCQ.SF8CC3CA,2020.12
BDCQ.SF8CC3CA,2021.03
BDCQ.SF8CC4CA,2016.06
BDCQ.SF8CC4CA,2016.09
BDCQ.SF8CC4CA,2016.12
BDCQ.SF8CC4CA,2017.03
BDCQ.SF8CC4CA,2017.06
BDCQ.SF8CC4CA,2017.09
BDCQ.SF8CC4CA,2017.12
BDCQ.SF8CC4CA,2018.03
BDCQ.SF8CC4CA,2018.06
BDCQ.SF8CC4CA,2018.09
BDCQ.SF8CC4CA,2018.12
BDCQ.SF8CC4CA,2019.03
BDCQ.SF8CC4CA,2019.06
BDCQ.SF8CC4CA,2019.09
BDCQ.SF8CC4CA,2019.12
BDCQ.SF8CC4CA,2020.03
BDCQ.SF8CC4CA,2020.06
BDCQ.SF8CC4CA,2020.09
BDCQ.SF8CC4CA,2020.12
BDCQ.SF8CC4CA,2021.03
BDCQ.SF8CC5CA,2016.06
BDCQ.SF8CC5CA,2016.09
BDCQ.SF8CC5CA,2016.12
BDCQ.SF8CC5CA,2017.03
BDCQ.SF8CC5CA,2017.06
BDCQ.SF8CC5CA,2017.09
BDCQ.SF8CC5CA,2017.12
BDCQ.SF8CC5CA,2018.03
BDCQ.SF8CC5CA,2018.06
BDCQ.SF8CC5CA,2018.09
BDCQ.SF8CC5CA,2018.12
BDCQ.SF8CC5CA,2019.03
BDCQ.SF8CC5CA,2019.06
BDCQ.SF8CC5CA,2019.09
BDCQ.SF8CC5CA,2019.12
BDCQ.SF8CC5CA,2020.03
BDCQ.SF8CC5CA,2020.06
BDCQ.SF8CC5CA,2020.09
BDCQ.SF8CC5CA,2020.12
BDCQ.SF8CC5CA,2021.03
BDCQ.SF8CC6CA,2016.06
BDCQ.SF8CC6CA,2016.09
BDCQ.SF8CC6CA,2016.12
BDCQ.SF8CC6CA,2017.03
BDCQ.SF8CC6CA,2017.06
BDCQ.SF8CC6CA,2017.09
BDCQ.SF8CC6CA,2017.12
BDCQ.SF8CC6CA,2018.03
BDCQ.SF8CC6CA,2018.06
BDCQ.SF8CC6CA,2018.09
BDCQ.SF8CC6CA,2018.12
BDCQ.SF8CC6CA,2019.03
BDCQ.SF8CC6CA,2019.06
BDCQ.SF8CC6CA,2019.09
BDCQ.SF8CC6CA,2019.12
BDCQ.SF8CC6CA,2020.03
BDCQ.SF8CC6CA,2020.06
BDCQ.SF8CC6CA,2020.09
BDCQ.SF8CC6CA,2020.12
BDCQ.SF8CC6CA,2021.03
BDCQ.SF8CC7CA,2016.06
BDCQ.SF8CC7CA,2016.09
BDCQ.SF8CC7CA,2016.12
BDCQ.SF8CC7CA,2017.03
BDCQ.SF8CC7CA,2017.06
BDCQ.SF8CC7CA,2017.09
BDCQ.SF8CC7CA,2017.12
BDCQ.SF8CC7CA,2018.03
BDCQ.SF8CC7CA,2018.06
BDCQ.SF8CC7CA,2018.09
BDCQ.SF8CC7CA,2018.12
BDCQ.SF8CC7CA,2019.03
BDCQ.SF8CC7CA,2019.06
BDCQ.SF8CC7CA,2019.09
BDCQ.SF8CC7CA,2019.12
BDCQ.SF8CC7CA,2020.03
BDCQ.SF8CC7CA,2020.06
BDCQ.SF8CC7CA,2020.09
BDCQ.SF8CC7CA,2020.12
BDCQ.SF8CC7CA,2021.03
BDCQ.SF8CC8CA,2016.06
BDCQ.SF8CC8CA,2016.09
BDCQ.SF8CC8CA,2016.12
BDCQ.SF8CC8CA,2017.03
BDCQ.SF8CC8CA,2017.06
BDCQ.SF8CC8CA,2017.09
BDCQ.SF8CC8CA,2017.12
BDCQ.SF8CC8CA,2018.03
BDCQ.SF8CC8CA,2018.06
BDCQ.SF8CC8CA,2018.09
BDCQ.SF8CC8CA,2018.12
BDCQ.SF8CC8CA,2019.03
BDCQ.SF8CC8CA,2019.06
BDCQ.SF8CC8CA,2019.09
BDCQ.SF8CC8CA,2019.12
BDCQ.SF8CC8CA,2020.03
BDCQ.SF8CC8CA,2020.06
BDCQ.SF8CC8CA,2020.09
BDCQ.SF8CC8CA,2020.12
BDCQ.SF8CC8CA,2021.03
BDCQ.SF8CC9CA,2016.06
BDCQ.SF8CC9CA,2016.09
BDCQ.SF8CC9CA,2016.12
BDCQ.SF8CC9CA,2017.03
BDCQ.SF8CC9CA,2017.06
BDCQ.SF8CC9CA,2017.09
BDCQ.SF8CC9CA,2017.12
BDCQ.SF8CC9CA,2018.03
BDCQ.SF8CC9CA,2018.06
BDCQ.SF8CC9CA,2018.09
BDCQ.SF8CC9CA,2018.12
BDCQ.SF8CC9CA,2019.03
BDCQ.SF8CC9CA,2019.06
BDCQ.SF8CC9CA,2019.09
BDCQ.SF8CC9CA,2019.12
BDCQ.SF8CC9CA,2020.03
BDCQ.SF8CC9CA,2020.06
BDCQ.SF8CC9CA,2020.09
BDCQ.SF8CC9CA,2020.12
