Series_reference,Period
BDCQ.SF1CC9CS,2020.09
BDCQ.SF1CC9CS,2020.12
BDCQ.SF1CC9CS,2021.03
BDCQ.SF1CC9CT,2016.06
BDCQ.SF1CC9CT,2016.09
BDCQ.SF1CC9CT,2016.12
BDCQ.SF1CC9CT,2017.03
BDCQ.SF1CC9CT,2017.06
BDCQ.SF1CC9CT,2017.09
BDCQ.SF1CC9CT,2017.12
BDCQ.SF1CC9CT,2018.03
BDCQ.SF1CC9CT,2018.06
BDCQ.SF1CC9CT,2018.09
BDCQ.SF1CC9CT,2018.12
BDCQ.SF1CC9CT,2019.03
BDCQ.SF1CC9CT,2019.06
BDCQ.SF1CC9CT,2019.09
BDCQ.SF1CC9CT,2019.12
BDCQ.SF1CC9CT,2020.03
BDCQ.SF1CC9CT,2020.06
BDCQ.SF1CC9CT,2020.09
BDCQ.SF1CC9CT,2020.12
BDCQ.SF1CC9CT,2021.03
BDCQ.SF1DD1CA,2016.06
BDCQ.SF1DD1CA,2016.09
BDCQ.SF1DD1CA,2016.12
BDCQ.SF1DD1CA,2017.03
BDCQ.SF1DD1CA,2017.06
BDCQ.SF1DD1CA,2017.09
BDCQ.SF1DD1CA,2017.12
BDCQ.SF1DD1CA,2018.03
BDCQ.SF1DD1CA,2018.06
BDCQ.SF1DD1CA,2018.09
BDCQ.SF1DD1CA,2018.12
BDCQ.SF1DD1CA,2019.03
BDCQ.SF1DD1CA,2019.06
BDCQ.SF1DD1CA,2019.09
BDCQ.SF1DD1CA,2019.12
BDCQ.SF1DD1CA,2020.03
BDCQ.SF1DD1CA,2020.06
BDCQ.SF1DD1CA,2020.09
BDCQ.SF1DD1CA,2020.12
BDCQ.SF1DD1CA,2021.03
BDCQ.SF1DD1CS,2016.06
BDCQ.SF1DD1CS,2016.09
BDCQ.SF1DD1CS,2016.12
BDCQ.SF1DD1CS,2017.03
BDCQ.SF1DD1CS,2017.06
BDCQ.SF1DD1CS,2017.09
BDCQ.SF1DD1CS,2017.12
BDCQ.SF1DD1CS,2018.03
BDCQ.SF1DD1CS,2018.06
BDCQ.SF1DD1CS,2018.09
BDCQ.SF1DD1CS,2018.12
BDCQ.SF1DD1CS,2019.03
BDCQ.SF1DD1CS,2019.06
BDCQ.SF1DD1CS,2019.09
BDCQ.SF1DD1CS,2019.12
BDCQ.SF1DD1CS,2020.03
BDCQ.SF1DD1CS,2020.06
BDCQ.SF1DD1CS,2020.09
BDCQ.SF1DD1CS,2020.12
BDCQ.SF1DD1CS,2021.03
BDCQ.SF1DD1CT,2016.06
BDCQ.SF1DD1CT,2016.09
BDCQ.SF1DD1CT,2016.12
BDCQ.SF1DD1CT,2017.03
BDCQ.SF1DD1CT,2017.06
BDCQ.SF1DD1CT,2017.09
BDCQ.SF1DD1CT,2017.12
BDCQ.SF1DD1CT,2018.03
BDCQ.SF1DD1CT,2018.06
BDCQ.SF1DD1CT,2018.09
BDCQ.SF1DD1CT,2018.12
BDCQ.SF1DD1CT,2019.03
BDCQ.SF1DD1CT,2019.06
BDCQ.SF1DD1CT,2019.09
BDCQ.SF1DD1CT,2019.12
BDCQ.SF1DD1CT,2020.03
BDCQ.SF1DD1CT,2020.06
BDCQ.SF1DD1CT,2020.09
BDCQ.SF1DD1CT,2020.12
BDCQ.SF1DD1CT,2021.03
BDCQ.SF1EE1CA,2016.06
BDCQ.SF1EE1CA,2016.09
BDCQ.SF1EE1CA,2016.12
BDCQ.SF1EE1CA,2017.03
BDCQ.SF1EE1CA,2017.06
BDCQ.SF1EE1CA,2017.09
BDCQ.SF1EE1CA,2017.12
BDCQ.SF1EE1CA,2018.03
BDCQ.SF1EE1CA,2018.06
BDCQ.SF1EE1CA,2018.09
BDCQ.SF1EE1CA,2018.12
BDCQ.SF1EE1CA,2019.03
BDCQ.SF1EE1CA,2019.06
BDCQ.SF1EE1CA,2019.09
BDCQ.SF1EE1CA,2019.12
BDCQ.SF1EE1CA,2020.03
BDCQ.SF1EE1CA,2020.06
BDCQ.SF1EE1CA,2020.09
BDCQ.SF1EE1CA,2020.12
BDCQ.SF1EE1CA,2021.03
BDCQ.SF1EE1CS,2016.06
BDCQ.SF1EE1CS,2016.09
BDCQ.SF1EE1CS,2016.12
BDCQ.SF1EE1CS,2017.03
BDCQ.SF1EE1CS,2017.06
BDCQ.SF1EE1CS,2017.09
BDCQ.SF1EE1CS,2017.12
BDCQ.SF1EE1CS,2018.03
BDCQ.SF1EE1CS,2018.06
BDCQ.SF1EE1CS,2018.09
BDCQ.SF1EE1CS,2018.12
BDCQ.SF1EE1CS,2019.03
BDCQ.SF1EE1CS,2019.06
BDCQ.SF1EE1CS,2019.09
BDCQ.SF1EE1CS,2019.12
BDCQ.SF1EE1CS,2020.03
BDCQ.SF1EE1CS,2020.06
BDCQ.SF1EE1CS,2020.09
BDCQ.SF1EE1CS,2020.12
BDCQ.SF1EE1CS,2021.03
BDCQ.SF1EE1CT,2016.06
BDCQ.SF1EE1CT,2016.09
BDCQ.SF1EE1CT,2016.12
BDCQ.SF1EE1CT,2017.03
BDCQ.SF1EE1CT,2017.06
BDCQ.SF1EE1CT,2017.09
BDCQ.SF1EE1CT,2017.12
BDCQ.SF1EE1CT,2018.03
BDCQ.SF1EE1CT,2018.06
BDCQ.SF1EE1CT,2018.09
BDCQ.SF1EE1CT,2018.12
BDCQ.SF1EE1CT,2019.03
BDCQ.SF1EE1CT,2019.06
BDCQ.SF1EE1CT,2019.09
BDCQ.SF1EE1CT,2019.12
BDCQ.SF1EE1CT,2020.03
BDCQ.SF1EE1CT,2020.06
BDCQ.SF1EE1CT,2020.09
BDCQ.SF1EE1CT,2020.12
BDCQ.SF1EE1CT,2021.03
BDCQ.SF1FF1CA,2016.06
BDCQ.SF1FF1CA,2016.09
BDCQ.SF1FF1CA,2016.12
BDCQ.SF1FF1CA,2017.03
BDCQ.SF1FF1CA,2017.06
BDCQ.SF1FF1CA,2017.09
BDCQ.SF1FF1CA,2017.12
BDCQ.SF1FF1CA,2018.03
BDCQ.SF1FF1CA,2018.06
BDCQ.SF1FF1CA,2018.09
BDCQ.SF1FF1CA,2018.12
BDCQ.SF1FF1CA,2019.03
BDCQ.SF1FF1CA,2019.06
BDCQ.SF1FF1CA,2019.09
BDCQ.SF1FF1CA,2019.12
BDCQ.SF1FF1CA,2020.03
BDCQ.SF1FF1CA,2020.06
BDCQ.SF1FF1CA,2020.09
BDCQ.SF1FF1CA,2020.12
BDCQ.SF1FF1CA,2021.03
BDCQ.SF1FF1CS,2016.06
BDCQ.SF1FF1CS,2016.09
BDCQ.SF1FF1CS,2016.12
BDCQ.SF1FF1CS,2017.03
BDCQ.SF1FF1CS,2017.06
BDCQ.SF1FF1CS,2017.09
BDCQ.SF1FF1CS,2017.12
BDCQ.SF1FF1CS,2018.03
BDCQ.SF1FF1CS,2018.06
BDCQ.SF1FF1CS,2018.09
BDCQ.SF1FF1CS,2018.12
BDCQ.SF1FF1CS,2019.03
BDCQ.SF1FF1CS,2019.06
BDCQ.SF1FF1CS,2019.09
BDCQ.SF1FF1CS,2019.12
BDCQ.SF1FF1CS,2020.03
BDCQ.SF1FF1CS,2020.06
BDCQ.SF1FF1CS,2020.09
BDCQ.SF1FF1CS,2020.12
BDCQ.SF1FF1CS,2021.03
BDCQ.SF1FF1CT,2016.06
BDCQ.SF1FF1CT,2016.09
BDCQ.SF1FF1CT,2016.12
BDCQ.SF1FF1CT,2017.03
BDCQ.SF1FF1CT,2017.06
BDCQ.SF1FF1CT,2017.09
BDCQ.SF1FF1CT,2017.12
BDCQ.SF1FF1CT,2018.03
BDCQ.SF1FF1CT,2018.06
BDCQ.SF1FF1CT,2018.09
BDCQ.SF1FF1CT,2018.12
BDCQ.SF1FF1CT,2019.03
BDCQ.SF1FF1CT,2019.06
BDCQ.SF1FF1CT,2019.09
BDCQ.SF1FF1CT,2019.12
BDCQ.SF1FF1CT,2020.03
BDCQ.SF1FF1CT,2020.06
BDCQ.SF1FF1CT,2020.09
BDCQ.SF1FF1CT,2020.12
BDCQ.SF1FF1CT,2021.03
BDCQ.SF1GH1CA,2017.09
BDCQ.SF1GH1CA,2017.12
BDCQ.SF1GH1CA,2018.03
BDCQ.SF1GH1CA,2018.06
BDCQ.SF1GH1CA,2018.09
BDCQ.SF1GH1CA,2018.12
BDCQ.SF1GH1CA,2019.03
BDCQ.SF1GH1CA,2019.06
BDCQ.SF1GH1CA,2019.09
BDCQ.SF1GH1CA,2019.12
BDCQ.SF1GH1CA,2020.03
BDCQ.SF1GH1CA,2020.06
BDCQ.SF1GH1CA,2020.09
BDCQ.SF1GH1CA,2020.12
BDCQ.SF1GH1CA,2021.03
BDCQ.SF1GH1CS,2017.09
BDCQ.SF1GH1CS,2017.12
BDCQ.SF1GH1CS,2018.03
BDCQ.SF1GH1CS,2018.06
BDCQ.SF1GH1CS,2018.09
BDCQ.SF1GH1CS,2018.12
BDCQ.SF1GH1CS,2019.03
BDCQ.SF1GH1CS,2019.06
BDCQ.SF1GH1CS,2019.09
BDCQ.SF1GH1CS,2019.12
BDCQ.SF1GH1CS,2020.03
BDCQ.SF1GH1CS,2020.06
BDCQ.SF1GH1CS,2020.09
BDCQ.SF1GH1CS,2020.12
BDCQ.SF1GH1CS,2021.03
BDCQ.SF1GH1CT,2017.09
BDCQ.SF1GH1CT,2017.12
BDCQ.SF1GH1CT,2018.03
BDCQ.SF1GH1CT,2018.06
BDCQ.SF1GH1CT,2018.09
BDCQ.SF1GH1CT,2018.12
BDCQ.SF1GH1CT,2019.03
BDCQ.SF1GH1CT,2019.06
BDCQ.SF1GH1CT,2019.09
BDCQ.SF1GH1CT,2019.12
BDCQ.SF1GH1CT,2020.03
BDCQ.SF1GH1CT,2020.06
BDCQ.SF1GH1CT,2020.09
BDCQ.SF1GH1CT,2020.12
BDCQ.SF1GH1CT,2021.03
BDCQ.SF1GH2CA,2017.09
BDCQ.SF1GH2CA,2017.12
BDCQ.SF1GH2CA,2018.03
BDCQ.SF1GH2CA,2018.06
BDCQ.SF1GH2CA,2018.09
BDCQ.SF1GH2CA,2018.12
BDCQ.SF1GH2CA,2019.03
BDCQ.SF1GH2CA,2019.06
BDCQ.SF1GH2CA,2019.09
BDCQ.SF1GH2CA,2019.12
BDCQ.SF1GH2CA,2020.03
BDCQ.SF1GH2CA,2020.06
BDCQ.SF1GH2CA,2020.09
BDCQ.SF1GH2CA,2020.12
BDCQ.SF1GH2CA,2021.03
BDCQ.SF1GH2CS,2017.09
BDCQ.SF1GH2CS,2017.12
BDCQ.SF1GH2CS,2018.03
BDCQ.SF1GH2CS,2018.06
BDCQ.SF1GH2CS,2018.09
BDCQ.SF1GH2CS,2018.12
BDCQ.SF1GH2CS,2019.03
BDCQ.SF1GH2CS,2019.06
BDCQ.SF1GH2CS,2019.09
BDCQ.SF1GH2CS,2019.12
BDCQ.SF1GH2CS,2020.03
BDCQ.SF1GH2CS,2020.06
BDCQ.SF1GH2CS,2020.09
BDCQ.SF1GH2CS,2020.12
BDCQ.SF1GH2CS,2021.03
BDCQ.SF1GH2CT,2017.09
BDCQ.SF1GH2CT,2017.12
BDCQ.SF1GH2CT,2018.03
BDCQ.SF1GH2CT,2018.06
BDCQ.SF1GH2CT,2018.09
BDCQ.SF1GH2CT,2018.12
BDCQ.SF1GH2CT,2019.03
BDCQ.SF1GH2CT,2019.06
BDCQ.SF1GH2CT,2019.09
BDCQ.SF1GH2CT,2019.12
BDCQ.SF1GH2CT,2020.03
BDCQ.SF1GH2CT,2020.06
BDCQ.SF1GH2CT,2020.09
BDCQ.SF1GH2CT,2020.12
BDCQ.SF1GH2CT,2021.03
BDCQ.SF1II1CA,2016.06
BDCQ.SF1II1CA,2016.09
BDCQ.SF1II1CA,2016.12
BDCQ.SF1II1CA,2017.03
BDCQ.SF1II1CA,2017.06
BDCQ.SF1II1CA,2017.09
BDCQ.SF1II1CA,2017.12
BDCQ.SF1II1CA,2018.03
BDCQ.SF1II1CA,2018.06
BDCQ.SF1II1CA,2018.09
BDCQ.SF1II1CA,2018.12
BDCQ.SF1II1CA,2019.03
BDCQ.SF1II1CA,2019.06
BDCQ.SF1II1CA,2019.09
BDCQ.SF1II1CA,2019.12
BDCQ.SF1II1CA,2020.03
BDCQ.SF1II1CA,2020.06
BDCQ.SF1II1CA,2020.09
BDCQ.SF1II1CA,2020.12
BDCQ.SF1II1CA,2021.03
BDCQ.SF1II1CS,2016.06
BDCQ.SF1II1CS,2016.09
BDCQ.SF1II1CS,2016.12
BDCQ.SF1II1CS,2017.03
BDCQ.SF1II1CS,2017.06
BDCQ.SF1II1CS,2017.09
BDCQ.SF1II1CS,2017.12
BDCQ.SF1II1CS,2018.03
BDCQ.SF1II1CS,2018.06
BDCQ.SF1II1CS,2018.09
BDCQ.SF1II1CS,2018.12
BDCQ.SF1II1CS,2019.03
BDCQ.SF1II1CS,2019.06
BDCQ.SF1II1CS,2019.09
BDCQ.SF1II1CS,2019.12
BDCQ.SF1II1CS,2020.03
BDCQ.SF1II1CS,2020.06
BDCQ.SF1II1CS,2020.09
BDCQ.SF1II1CS,2020.12
BDCQ.SF1II1CS,2021.03
BDCQ.SF1II1CT,2016.06
BDCQ.SF1II1CT,2016.09
BDCQ.SF1II1CT,2016.12
BDCQ.SF1II1CT,2017.03
BDCQ.SF1II1CT,2017.06
BDCQ.SF1II1CT,2017.09
BDCQ.SF1II1CT,2017.12
BDCQ.SF1II1CT,2018.03
BDCQ.SF1II1CT,2018.06
BDCQ.SF1II1CT,2018.09
BDCQ.SF1II1CT,2018.12
BDCQ.SF1II1CT,2019.03
BDCQ.SF1II1CT,2019.06
BDCQ.SF1II1CT,2019.09
BDCQ.SF1II1CT,2019.12
BDCQ.SF1II1CT,2020.03
BDCQ.SF1II1CT,2020.06
BDCQ.SF1II1CT,2020.09
BDCQ.SF1II1CT,2020.12
BDCQ.SF1II1CT,2021.03
BDCQ.SF1JJ1CA,2016.06
BDCQ.SF1JJ1CA,2016.09
BDCQ.SF1JJ1CA,2016.12
BDCQ.SF1JJ1CA,2017.03
BDCQ.SF1JJ1CA,2017.06
BDCQ.SF1JJ1CA,2017.09
BDCQ.SF1JJ1CA,2017.12
BDCQ.SF1JJ1CA,2018.03
BDCQ.SF1JJ1CA,2018.06
BDCQ.SF1JJ1CA,2018.09
BDCQ.SF1JJ1CA,2018.12
BDCQ.SF1JJ1CA,2019.03
BDCQ.SF1JJ1CA,2019.06
BDCQ.SF1JJ1CA,2019.09
BDCQ.SF1JJ1CA,2019.12
BDCQ.SF1JJ1CA,2020.03
BDCQ.SF1JJ1CA,2020.06
BDCQ.SF1JJ1CA,2020.09
BDCQ.SF1JJ1CA,2020.12
BDCQ.SF1JJ1CA,2021.03
BDCQ.SF1JJ1CS,2016.06
BDCQ.SF1JJ1CS,2016.09
BDCQ.SF1JJ1CS,2016.12
BDCQ.SF1JJ1CS,2017.03
BDCQ.SF1JJ1CS,2017.06
BDCQ.SF1JJ1CS,2017.09
BDCQ.SF1JJ1CS,2017.12
BDCQ.SF1JJ1CS,2018.03
BDCQ.SF1JJ1CS,2018.06
BDCQ.SF1JJ1CS,2018.09
BDCQ.SF1JJ1CS,2018.12
BDCQ.SF1JJ1CS,2019.03
BDCQ.SF1JJ1CS,2019.06
BDCQ.SF1JJ1CS,2019.09
BDCQ.SF1JJ1CS,2019.12
BDCQ.SF1JJ1CS,2020.03
BDCQ.SF1JJ1CS,2020.06
BDCQ.SF1JJ1CS,2020.09
BDCQ.SF1JJ1CS,2020.12
BDCQ.SF1JJ1CS,2021.03
BDCQ.SF1JJ1CT,2016.06
BDCQ.SF1JJ1CT,2016.09
BDCQ.SF1JJ1CT,2016.12
BDCQ.SF1JJ1CT,2017.03
BDCQ.SF1JJ1CT,2017.06
BDCQ.SF1JJ1CT,2017.09
BDCQ.SF1JJ1CT,2017.12
BDCQ.SF1JJ1CT,2018.03
BDCQ.SF1JJ1CT,2018.06
BDCQ.SF1JJ1CT,2018.09
BDCQ.SF1JJ1CT,2018.12
BDCQ.SF1JJ1CT,2019.03
BDCQ.SF1JJ1CT,2019.06
BDCQ.SF1JJ1CT,2019.09
BDCQ.SF1JJ1CT,2019.12
BDCQ.SF1JJ1CT,2020.03
BDCQ.SF1JJ1CT,2020.06
BDCQ.SF1JJ1CT,2020.09
BDCQ.SF1JJ1CT,2020.12
BDCQ.SF1JJ1CT,2021.03
BDCQ.SF1LL1CA,2016.06
BDCQ.SF1LL1CA,2016.09
BDCQ.SF1LL1CA,2016.12
BDCQ.SF1LL1CA,2017.03
BDCQ.SF1LL1CA,2017.06
BDCQ.SF1LL1CA,2017.09
BDCQ.SF1LL1CA,2017.12
BDCQ.SF1LL1CA,2018.03
BDCQ.SF1LL1CA,2018.06
BDCQ.SF1LL1CA,2018.09
BDCQ.SF1LL1CA,2018.12
BDCQ.SF1LL1CA,2019.03
BDCQ.SF1LL1CA,2019.06
BDCQ.SF1LL1CA,2019.09
BDCQ.SF1LL1CA,2019.12
BDCQ.SF1LL1CA,2020.03
BDCQ.SF1LL1CA,2020.06
BDCQ.SF1LL1CA,2020.09
BDCQ.SF1LL1CA,2020.12
BDCQ.SF1LL1CA,2021.03
BDCQ.SF1LL1CS,2016.06
BDCQ.SF1LL1CS,2016.09
BDCQ.SF1LL1CS,2016.12
BDCQ.SF1LL1CS,2017.03
BDCQ.SF1LL1CS,2017.06
BDCQ.SF1LL1CS,2017.09
BDCQ.SF1LL1CS,2017.12
BDCQ.SF1LL1CS,2018.03
BDCQ.SF1LL1CS,2018.06
BDCQ.SF1LL1CS,2018.09
BDCQ.SF1LL1CS,2018.12
BDCQ.SF1LL1CS,2019.03
BDCQ.SF1LL1CS,2019.06
BDCQ.SF1LL1CS,2019.09
BDCQ.SF1LL1CS,2019.12
BDCQ.SF1LL1CS,2020.03
BDCQ.SF1LL1CS,2020.06
BDCQ.SF1LL1CS,2020.09
BDCQ.SF1LL1CS,2020.12
BDCQ.SF1LL1CS,2021.03
BDCQ.SF1LL1CT,2016.06
BDCQ.SF1LL1CT,2016.09
BDCQ.SF1LL1CT,2016.12
BDCQ.SF1LL1CT,2017.03
BDCQ.SF1LL1CT,2017.06
BDCQ.SF1LL1CT,2017.09
BDCQ.SF1LL1CT,2017.12
BDCQ.SF1LL1CT,2018.03
BDCQ.SF1LL1CT,2018.06
BDCQ.SF1LL1CT,2018.09
BDCQ.SF1LL1CT,2018.12
BDCQ.SF1LL1CT,2019.03
BDCQ.SF1LL1CT,2019.06
BDCQ.SF1LL1CT,2019.09
BDCQ.SF1LL1CT,2019.12
BDCQ.SF1LL1CT,2020.03
BDCQ.SF1LL1CT,2020.06
BDCQ.SF1LL1CT,2020.09
BDCQ.SF1LL1CT,2020.12
BDCQ.SF1LL1CT,2021.03
BDCQ.SF1MN1CA,2016.06
BDCQ.SF1MN1CA,2016.09
BDCQ.SF1MN1CA,2016.12
BDCQ.SF1MN1CA,2017.03
BDCQ.SF1MN1CA,2017.06
BDCQ.SF1MN1CA,2017.09
BDCQ.SF1MN1CA,2017.12
BDCQ.SF1MN1CA,2018.03
BDCQ.SF1MN1CA,2018.06
BDCQ.SF1MN1CA,2018.09
BDCQ.SF1MN1CA,2018.12
BDCQ.SF1MN1CA,2019.03
BDCQ.SF1MN1CA,2019.06
BDCQ.SF1MN1CA,2019.09
BDCQ.SF1MN1CA,2019.12
BDCQ.SF1MN1CA,2020.03
BDCQ.SF1MN1CA,2020.06
BDCQ.SF1MN1CA,2020.09
BDCQ.SF1MN1CA,2020.12
BDCQ.SF1MN1CA,2021.03
BDCQ.SF1MN1CS,2016.06
BDCQ.SF1MN1CS,2016.09
BDCQ.SF1MN1CS,2016.12
BDCQ.SF1MN1CS,2017.03
BDCQ.SF1MN1CS,2017.06
BDCQ.SF1MN1CS,2017.09
BDCQ.SF1MN1CS,2017.12
BDCQ.SF1MN1CS,2018.03
BDCQ.SF1MN1CS,2018.06
BDCQ.SF1MN1CS,2018.09
BDCQ.SF1MN1CS,2018.12
BDCQ.SF1MN1CS,2019.03
BDCQ.SF1MN1CS,2019.06
BDCQ.SF1MN1CS,2019.09
BDCQ.SF1MN1CS,2019.12
BDCQ.SF1MN1CS,2020.03
BDCQ.SF1MN1CS,2020.06
BDCQ.SF1MN1CS,2020.09
BDCQ.SF1MN1CS,2020.12
BDCQ.SF1MN1CS,2021.03
BDCQ.SF1MN1CT,2016.06
BDCQ.SF1MN1CT,2016.09
BDCQ.SF1MN1CT,2016.12
BDCQ.SF1MN1CT,2017.03
BDCQ.SF1MN1CT,2017.06
BDCQ.SF1MN1CT,2017.09
BDCQ.SF1MN1CT,2017.12
BDCQ.SF1MN1CT,2018.03
BDCQ.SF1MN1CT,2018.06
BDCQ.SF1MN1CT,2018.09
BDCQ.SF1MN1CT,2018.12
BDCQ.SF1MN1CT,2019.03
BDCQ.SF1MN1CT,2019.06
BDCQ.SF1MN1CT,2019.09
BDCQ.SF1MN1CT,2019.12
BDCQ.SF1MN1CT,2020.03
BDCQ.SF1MN1CT,2020.06
BDCQ.SF1MN1CT,2020.09
BDCQ.SF1MN1CT,2020.12
BDCQ.SF1MN1CT,2021.03
BDCQ.SF1MN2CA,2016.06
BDCQ.SF1MN2CA,2016.09
BDCQ.SF1MN2CA,2016.12
BDCQ.SF1MN2CA,2017.03
BDCQ.SF1MN2CA,2017.06
BDCQ.SF1MN2CA,2017.09
BDCQ.SF1MN2CA,2017.12
BDCQ.SF1MN2CA,2018.03
BDCQ.SF1MN2CA,2018.06
BDCQ.SF1MN2CA,2018.09
BDCQ.SF1MN2CA,2018.12
BDCQ.SF1MN2CA,2019.03
BDCQ.SF1MN2CA,2019.06
BDCQ.SF1MN2CA,2019.09
BDCQ.SF1MN2CA,2019.12
BDCQ.SF1MN2CA,2020.03
BDCQ.SF1MN2CA,2020.06
BDCQ.SF1MN2CA,2020.09
BDCQ.SF1MN2CA,2020.12
BDCQ.SF1MN2CA,2021.03
BDCQ.SF1MN2CS,2016.06
BDCQ.SF1MN2CS,2016.09
BDCQ.SF1MN2CS,2016.12
BDCQ.SF1MN2CS,2017.03
BDCQ.SF1MN2CS,2017.06
BDCQ.SF1MN2CS,2017.09
BDCQ.SF1MN2CS,2017.12
BDCQ.SF1MN2CS,2018.03
BDCQ.SF1MN2CS,2018.06
BDCQ.SF1MN2CS,2018.09
BDCQ.SF1MN2CS,2018.12
BDCQ.SF1MN2CS,2019.03
BDCQ.SF1MN2CS,2019.06
BDCQ.SF1MN2CS,2019.09
BDCQ.SF1MN2CS,2019.12
BDCQ.SF1MN2CS,2020.03
BDCQ.SF1MN2CS,2020.06
BDCQ.SF1MN2CS,2020.09
BDCQ.SF1MN2CS,2020.12
BDCQ.SF1MN2CS,2021.03
BDCQ.SF1MN2CT,2016.06
BDCQ.SF1MN2CT,2016.09
BDCQ.SF1MN2CT,2016.12
BDCQ.SF1MN2CT,2017.03
BDCQ.SF1MN2CT,2017.06
BDCQ.SF1MN2CT,2017.09
BDCQ.SF1MN2CT,2017.12
BDCQ.SF1MN2CT,2018.03
BDCQ.SF1MN2CT,2018.06
BDCQ.SF1MN2CT,2018.09
BDCQ.SF1MN2CT,2018.12
BDCQ.SF1MN2CT,2019.03
BDCQ.SF1MN2CT,2019.06
BDCQ.SF1MN2CT,2019.09
BDCQ.SF1MN2CT,2019.12
BDCQ.SF1MN2CT,2020.03
BDCQ.SF1MN2CT,2020.06
BDCQ.SF1MN2CT,2020.09
BDCQ.SF1MN2CT,2020.12
BDCQ.SF1MN2CT,2021.03
BDCQ.SF1PP1CA,2016.06
BDCQ.SF1PP1CA,2016.09
BDCQ.SF1PP1CA,2016.12
BDCQ.SF1PP1CA,2017.03
BDCQ.SF1PP1CA,2017.06
BDCQ.SF1PP1CA,2017.09
BDCQ.SF1PP1CA,2017.12
BDCQ.SF1PP1CA,2018.03
BDCQ.SF1PP1CA,2018.06
BDCQ.SF1PP1CA,2018.09
BDCQ.SF1PP1CA,2018.12
BDCQ.SF1PP1CA,2019.03
BDCQ.SF1PP1CA,2019.06
BDCQ.SF1PP1CA,2019.09
BDCQ.SF1PP1CA,2019.12
BDCQ.SF1PP1CA,2020.03
BDCQ.SF1PP1CA,2020.06
BDCQ.SF1PP1CA,2020.09
BDCQ.SF1PP1CA,2020.12
BDCQ.SF1PP1CA,2021.03
BDCQ.SF1PP1CS,2016.06
BDCQ.SF1PP1CS,2016.09
BDCQ.SF1PP1CS,2016.12
BDCQ.SF1PP1CS,2017.03
BDCQ.SF1PP1CS,2017.06
BDCQ.SF1PP1CS,2017.09
BDCQ.SF1PP1CS,2017.12
BDCQ.SF1PP1CS,2018.03
BDCQ.SF1PP1CS,2018.06
BDCQ.SF1PP1CS,2018.09
BDCQ.SF1PP1CS,2018.12
BDCQ.SF1PP1CS,2019.03
BDCQ.SF1PP1CS,2019.06
BDCQ.SF1PP1CS,2019.09
BDCQ.SF1PP1CS,2019.12
BDCQ.SF1PP1CS,2020.03
BDCQ.SF1PP1CS,2020.06
BDCQ.SF1PP1CS,2020.09
BDCQ.SF1PP1CS,2020.12
BDCQ.SF1PP1CS,2021.03
BDCQ.SF1PP1CT,2016.06
BDCQ.SF1PP1CT,2016.09
BDCQ.SF1PP1CT,2016.12
BDCQ.SF1PP1CT,2017.03
BDCQ.SF1PP1CT,2017.06
BDCQ.SF1PP1CT,2017.09
BDCQ.SF1PP1CT,2017.12
BDCQ.SF1PP1CT,2018.03
BDCQ.SF1PP1CT,2018.06
BDCQ.SF1PP1CT,2018.09
BDCQ.SF1PP1CT,2018.12
BDCQ.SF1PP1CT,2019.03
BDCQ.SF1PP1CT,2019.06
BDCQ.SF1PP1CT,2019.09
BDCQ.SF1PP1CT,2019.12
BDCQ.SF1PP1CT,2020.03
BDCQ.SF1PP1CT,2020.06
BDCQ.SF1PP1CT,2020.09
BDCQ.SF1PP1CT,2020.12
BDCQ.SF1PP1CT,2021.03
BDCQ.SF1QQ1CA,2016.06
BDCQ.SF1QQ1CA,2016.09
BDCQ.SF1QQ1CA,2016.12
BDCQ.SF1QQ1CA,2017.03
BDCQ.SF1QQ1CA,2017.06
BDCQ.SF1QQ1CA,2017.09
BDCQ.SF1QQ1CA,2017.12
BDCQ.SF1QQ1CA,2018.03
BDCQ.SF1QQ1CA,2018.06
BDCQ.SF1QQ1CA,2018.09
BDCQ.SF1QQ1CA,2018.12
BDCQ.SF1QQ1CA,2019.03
BDCQ.SF1QQ1CA,2019.06
BDCQ.SF1QQ1CA,2019.09
BDCQ.SF1QQ1CA,2019.12
BDCQ.SF1QQ1CA,2020.03
BDCQ.SF1QQ1CA,2020.06
BDCQ.SF1QQ1CA,2020.09
BDCQ.SF1QQ1CA,2020.12
BDCQ.SF1QQ1CA,2021.03
BDCQ.SF1QQ1CS,2016.06
BDCQ.SF1QQ1CS,2016.09
BDCQ.SF1QQ1CS,2016.12
BDCQ.SF1QQ1CS,2017.03
BDCQ.SF1QQ1CS,2017.06
BDCQ.SF1QQ1CS,2017.09
BDCQ.SF1QQ1CS,2017.12
BDCQ.SF1QQ1CS,2018.03
BDCQ.SF1QQ1CS,2018.06
BDCQ.SF1QQ1CS,2018.09
BDCQ.SF1QQ1CS,2018.12
BDCQ.SF1QQ1CS,2019.03
BDCQ.SF1QQ1CS,2019.06
BDCQ.SF1QQ1CS,2019.09
BDCQ.SF1QQ1CS,2019.12
BDCQ.SF1QQ1CS,2020.03
BDCQ.SF1QQ1CS,2020.06
BDCQ.SF1QQ1CS,2020.09
BDCQ.SF1QQ1CS,2020.12
BDCQ.SF1QQ1CS,2021.03
BDCQ.SF1QQ1CT,2016.06
BDCQ.SF1QQ1CT,2016.09
BDCQ.SF1QQ1CT,2016.12
BDCQ.SF1QQ1CT,2017.03
